strategy,window,trades,win_rate,netR,avgR,net_dollars,PF,maxDD_R,avg_win_R,avg_loss_R
Samir ORB,2008-2026,4022,42.590750870213824,66.86610140675837,0.01662508737114828,145280.0,1.0770730491017075,-115.31160204112577,1.2360478997317081,-0.8911273145735149
Samir ORB,2016-2026,2295,44.13943355119826,122.81670978932732,0.053514906226286414,167355.0,1.103468742368365,-25.64702518310655,1.2179063913918857,-0.8685867589449984
Samir ORB,2021-2026,1232,46.3474025974026,107.71853471150217,0.087433875577518,183925.0,1.1543117949836605,-16.46346320017186,1.1938808531465053,-0.8723213258892893
Samir ORB,2024-2026,566,45.053003533568905,43.865791042450084,0.07750139760150192,74630.0,1.1234768077696247,-16.463463200171912,1.2001565656723807,-0.8512147181948281
Failed Counterattack,2008-2026,1906,36.09653725078699,-133.52455920440275,-0.07005485792466042,-32295.0,0.9094604634211301,-147.2068399013547,0.745163147981014,-0.5393963313984477
Failed Counterattack,2016-2026,1108,38.35740072202166,-27.273990641555294,-0.024615515019454238,-16550.0,0.946040233445274,-41.829193879680396,0.7731037687562978,-0.5256175662673293
Failed Counterattack,2021-2026,610,40.49180327868853,-5.533429595107224,-0.009071196057552825,-2640.0,0.9885773624091381,-29.29164947012269,0.7181434621677962,-0.5052896816313616
Failed Counterattack,2024-2026,277,37.545126353790614,-24.306384801481265,-0.08774868159379517,-31415.0,0.7534531470726731,-29.291649470122692,0.605630743834997,-0.5045779315625489
